Distance [mm] - Plot 0,Amplitude [mV] - Plot 0
65.484,537
65.494,528
65.503,534
65.513,531
65.522,534
65.531,528
65.541,532
65.55,527
65.559,531
65.569,528
65.578,531
65.588,527
65.597,533
65.606,528
65.616,534
65.625,528
65.634,538
65.644,528
65.653,535
65.663,528
65.672,536
65.681,527
65.691,536
65.7,528
65.709,534
65.719,529
65.728,533
65.738,529
65.747,534
65.756,529
65.766,534
65.775,527
65.784,533
65.794,527
65.803,532
65.813,528
65.822,533
65.831,528
65.841,535
65.85,529
65.859,535
65.869,530
65.878,534
65.888,528
65.897,534
65.906,527
65.916,533
65.925,527
65.934,533
65.944,528
65.953,532
65.963,528
65.972,532
65.981,527
65.991,531
66,531
66.009,527
66.019,526
66.028,527
66.038,525
66.047,526
66.056,524
66.066,528
66.075,523
66.084,527
66.094,523
66.103,525
66.113,523
66.122,525
66.131,522
66.141,526
66.15,521
66.159,523
66.169,521
66.178,521
66.188,518
66.197,522
66.206,516
66.216,519
66.225,515
66.234,516
66.244,515
66.253,516
66.263,515
66.272,515
66.281,514
66.291,514
66.3,515
66.309,514
66.319,512
66.328,515
66.338,515
66.347,513
66.356,514
66.366,513
66.375,514
66.384,511
66.394,516
66.403,510
66.413,512
66.422,507
66.431,510
66.441,510
66.45,513
66.459,508
66.469,512
66.478,508
66.488,509
66.497,505
66.506,507
66.516,504
66.525,506
66.534,504
66.544,506
66.553,506
66.563,504
66.572,507
66.581,503
66.591,502
66.6,503
66.609,503
66.619,505
66.628,502
66.638,503
66.647,501
66.656,504
66.666,500
66.675,504
66.684,499
66.694,502
66.703,499
66.713,504
66.722,499
66.731,506
66.741,498
66.75,503
66.759,495
66.769,501
66.778,491
66.788,500
66.797,493
66.806,500
66.816,493
66.825,499
66.834,490
66.844,499
66.853,489
66.863,500
66.872,490
66.881,500
66.891,491
66.9,501
66.909,489
66.919,500
66.928,493
66.938,500
66.947,499
66.956,505
66.966,495
66.975,503
66.984,495
66.994,502
67.003,494
67.013,501
67.022,496
67.031,503
67.041,494
67.05,500
67.059,493
67.069,500
67.078,493
67.088,499
67.097,489
67.106,496
67.116,491
67.125,495
67.134,487
67.144,492
67.153,486
67.163,489
67.172,484
67.181,488
67.191,485
67.2,488
67.209,484
67.219,488
67.228,484
67.238,483
67.247,482
67.256,486
67.266,483
67.275,486
67.284,481
67.294,483
67.303,479
67.313,483
67.322,480
67.331,485
67.341,481
67.35,483
67.359,478
67.369,482
67.378,478
67.388,480
67.397,477
67.406,478
67.416,474
67.425,476
67.434,474
67.444,475
67.453,473
67.463,474
67.472,472
67.481,474
67.491,475
67.5,475
67.509,473
67.519,474
67.528,475
67.538,473
67.547,473
67.556,473
67.566,470
67.575,469
67.584,473
67.594,469
67.603,472
67.613,469
67.622,470
67.631,469
67.641,471
67.65,470
67.659,470
67.669,468
67.678,472
67.688,471
67.697,472
67.706,469
67.716,472
67.725,471
67.734,470
67.744,468
67.753,470
67.763,468
67.772,471
67.781,469
67.791,469
67.8,468
67.809,469
67.819,468
67.828,472
67.838,467
67.847,469
67.856,465
67.866,469
67.875,465
67.884,469
67.894,464
67.903,469
67.913,466
67.922,468
67.931,465
67.941,469
67.95,463
67.959,468
67.969,462
67.978,468
67.988,460
67.997,467
68.006,459
68.016,467
68.025,461
68.034,466
68.044,461
68.053,465
68.063,460
68.072,464
68.081,458
68.091,465
68.1,455
68.109,463
68.119,455
68.128,461
68.138,454
68.147,461
68.156,454
68.166,460
68.175,452
68.184,461
68.194,456
68.203,458
68.213,454
68.222,457
68.231,450
68.241,457
68.25,451
68.259,459
68.269,450
68.278,457
68.288,450
68.297,454
68.306,449
68.316,452
68.325,446
68.334,449
68.344,445
68.353,450
68.363,444
68.372,450
68.381,444
68.391,449
68.4,443
68.409,449
68.419,441
68.428,451
68.438,439
68.447,447
68.456,438
68.466,446
68.475,437
68.484,445
68.494,437
68.503,441
68.513,435
68.522,443
68.531,435
68.541,441
68.55,436
68.559,438
68.569,433
68.578,435
68.588,433
68.597,436
68.606,431
68.616,435
68.625,434
68.634,434
68.644,431
68.653,435
68.663,431
68.672,432
68.681,432
68.691,432
68.7,430
68.709,430
68.719,430
68.728,431
68.738,431
68.747,430
68.756,431
68.766,430
68.775,429
68.784,432
68.794,430
68.803,428
68.813,430
68.822,427
68.831,430
68.841,429
68.85,429
68.859,428
68.869,428
68.878,427
68.888,427
68.897,424
68.906,425
68.916,423
68.925,427
68.934,421
68.944,422
68.953,419
68.963,424
68.972,423
68.981,424
68.991,419
69,422
69.009,416
69.019,421
69.028,418
69.038,422
69.047,418
69.056,422
69.066,415
69.075,420
69.084,416
69.094,420
69.103,413
69.113,420
69.122,411
69.131,414
69.141,406
69.15,413
69.159,406
69.169,412
69.178,403
69.188,408
69.197,400
69.206,407
69.216,403
69.225,406
69.234,396
69.244,405
69.253,395
69.263,403
69.272,395
69.281,404
69.291,393
69.3,403
69.309,393
69.319,401
69.328,395
69.338,402
69.347,394
69.356,404
69.366,394
69.375,401
69.384,392
69.394,400
69.403,391
69.413,397
69.422,391
69.431,396
69.441,387
69.45,394
69.459,385
69.469,396
69.478,386
69.488,394
69.497,387
69.506,390
69.516,386
69.525,389
69.534,386
69.544,390
69.553,386
69.563,387
69.572,386
69.581,389
69.591,384
69.6,387
69.609,385
69.619,386
69.628,381
69.638,386
69.647,380
69.656,387
69.666,382
69.675,387
69.684,381
69.694,384
69.703,382
69.713,386
69.722,382
69.731,386
69.741,380
69.75,383
69.759,379
69.769,382
69.778,377
69.788,381
69.797,377
69.806,381
69.816,377
69.825,380
69.834,374
69.844,380
69.853,373
69.863,376
69.872,375
69.881,377
69.891,373
69.9,376
69.909,374
69.919,377
69.928,374
69.938,374
69.947,373
69.956,373
69.966,373
69.975,376
69.984,373
69.994,371
70.003,373
70.013,370
70.022,372
70.031,370
70.041,371
70.05,371
70.059,369
70.069,366
70.078,367
70.088,364
70.097,365
70.106,366
70.116,365
70.125,361
70.134,363
70.144,357
70.153,362
70.163,358
70.172,363
70.181,358
70.191,358
70.2,357
70.209,357
70.219,355
70.228,359
70.238,357
70.247,361
70.256,356
70.266,361
70.275,355
70.284,361
70.294,356
70.303,364
70.313,358
70.322,356
70.331,351
70.341,359
70.35,354
70.359,363
70.369,355
70.378,358
70.388,348
70.397,357
70.406,347
70.416,358
70.425,349
70.434,359
70.444,348
70.453,355
70.463,344
70.472,353
70.481,347
70.491,357
70.5,347
70.509,354
70.519,347
70.528,350
70.538,347
70.547,349
70.556,348
70.566,350
70.575,345
70.584,348
70.594,343
70.603,345
70.613,344
70.622,347
70.631,342
70.641,348
70.65,342
70.659,347
70.669,340
70.678,349
70.688,342
70.697,345
70.706,341
70.716,345
70.725,340
70.734,347
70.744,343
70.753,346
70.763,337
70.772,345
70.781,335
70.791,345
70.8,340
70.809,344
70.819,336
70.828,342
70.838,334
70.847,342
70.856,338
70.866,343
70.875,337
70.884,342
70.894,333
70.903,342
70.913,330
70.922,340
70.931,330
70.941,344
70.95,329
70.959,337
70.969,331
70.978,337
70.988,329
70.997,336
71.006,328
71.016,334
71.025,327
71.034,332
71.044,328
71.053,334
71.063,328
71.072,330
71.081,327
71.091,328
71.1,326
71.109,329
71.119,327
71.128,328
71.138,326
71.147,326
71.156,322
71.166,325
71.175,326
71.184,326
71.194,324
71.203,321
71.213,317
71.222,320
71.231,323
71.241,323
71.25,320
71.259,318
71.269,316
71.278,315
71.288,318
71.297,318
71.306,318
71.316,314
71.325,316
71.334,311
71.344,318
71.353,309
71.363,312
71.372,313
71.381,314
71.391,308
71.4,310
71.409,308
71.419,315
71.428,306
71.438,311
71.447,309
71.456,306
71.466,305
71.475,308
71.484,309
71.494,311
71.503,309
71.513,309
71.522,309
71.531,308
71.541,307
71.55,308
71.559,308
71.569,310
71.578,304
71.588,308
71.597,305
71.606,307
71.616,308
71.625,309
71.634,302
71.644,319
71.653,303
71.663,307
71.672,303
71.681,309
71.691,302
71.7,307
71.709,301
71.719,308
71.728,299
71.738,308
71.747,302
71.756,309
71.766,301
71.775,307
71.784,299
71.794,310
71.803,301
71.813,309
71.822,302
71.831,309
71.841,303
71.85,308
71.859,303
71.869,308
71.878,302
71.888,309
71.897,302
71.906,308
71.916,307
71.925,310
71.934,302
71.944,313
71.953,303
71.963,310
71.972,304
71.981,308
71.991,302
72,308
72.009,301
72.019,306
72.028,300
72.038,310
72.047,302
72.056,307
72.066,305
72.075,311
72.084,301
72.094,309
72.103,300
72.113,305
72.122,299
72.131,306
72.141,303
72.15,307
72.159,303
72.169,307
72.178,302
72.188,308
72.197,300
72.206,307
72.216,301
72.225,306
72.234,299
72.244,306
72.253,303
72.263,305
72.272,297
72.281,304
72.291,299
72.3,304
72.309,300
72.319,303
72.328,299
72.338,302
72.347,298
72.356,300
72.366,300
72.375,303
72.384,298
72.394,306
72.403,299
72.413,302
72.422,301
72.431,301
72.441,312
72.45,299
72.459,299
72.469,302
72.478,302
72.488,302
72.497,301
72.506,301
72.516,300
72.525,300
72.534,299
72.544,304
72.553,302
72.563,300
72.572,302
72.581,300
72.591,303
72.6,298
72.609,302
72.619,298
72.628,303
72.638,301
72.647,303
72.656,301
72.666,305
72.675,303
72.684,307
72.694,304
72.703,306
72.713,302
72.722,305
72.731,301
72.741,309
72.75,305
72.759,306
72.769,303
72.778,305
72.788,298
72.797,307
72.806,304
72.816,307
72.825,297
72.834,308
72.844,304
72.853,304
72.863,298
72.872,305
72.881,299
72.891,306
72.9,299
72.909,305
72.919,297
72.928,307
72.938,301
72.947,309
72.956,302
72.966,308
72.975,297
72.984,308
72.994,300
73.003,307
73.013,301
73.022,308
73.031,301
73.041,308
73.05,300
73.059,308
73.069,303
73.078,309
73.088,303
73.097,308
73.106,303
73.116,311
73.125,303
73.134,310
73.144,312
73.153,309
73.163,304
73.172,310
73.181,304
73.191,308
73.2,303
73.209,306
73.219,304
73.228,310
73.238,303
73.247,310
73.256,304
73.266,309
73.275,307
73.284,310
73.294,307
73.303,310
73.313,310
73.322,309
73.331,310
73.341,308
73.35,306
73.359,308
73.369,307
73.378,312
73.388,308
73.397,312
73.406,308
73.416,313
73.425,309
73.434,311
73.444,311
73.453,312
73.463,309
73.472,312
73.481,307
73.491,316
73.5,309
73.509,314
73.519,308
73.528,319
73.538,307
73.547,313
73.556,309
73.566,313
73.575,310
73.584,316
73.594,312
73.603,315
73.613,311
73.622,317
73.631,315
73.641,316
73.65,317
73.659,317
73.669,319
73.678,319
73.688,319
73.697,317
73.706,318
73.716,317
73.725,317
73.734,317
73.744,327
73.753,318
73.763,317
73.772,318
73.781,320
73.791,317
73.8,321
73.809,320
73.819,327
73.828,319
73.838,323
73.847,321
73.856,326
73.866,322
73.875,325
73.884,322
73.894,328
73.903,324
73.913,326
73.922,321
73.931,327
73.941,326
73.95,325
73.959,324
73.969,327
73.978,324
73.988,328
73.997,324
74.006,327
74.016,328
74.025,327
74.034,328
74.044,331
74.053,329
74.063,334
74.072,327
74.081,334
74.091,329
74.1,335
74.109,328
74.119,342
74.128,330
74.138,339
74.147,330
74.156,341
74.166,331
74.175,341
74.184,333
74.194,343
74.203,334
74.213,345
74.222,337
74.231,347
74.241,340
74.25,347
74.259,339
74.269,347
74.278,342
74.288,347
74.297,341
74.306,347
74.316,340
74.325,348
74.334,342
74.344,348
74.353,342
74.363,348
74.372,344
74.381,347
74.391,343
74.4,348
74.409,343
74.419,348
74.428,343
74.438,347
74.447,345
74.456,349
74.466,346
74.475,348
74.484,345
74.494,347
74.503,347
74.513,348
74.522,347
74.531,349
74.541,348
74.55,349
74.559,347
74.569,349
74.578,348
74.588,350
74.597,347
74.606,349
74.616,348
74.625,351
74.634,347
74.644,356
74.653,350
74.663,352
74.672,347
74.681,357
74.691,347
74.7,357
74.709,345
74.719,356
74.728,350
74.738,356
74.747,348
74.756,357
74.766,354
74.775,358
74.784,358
74.794,359
74.803,359
74.813,359
74.822,357
74.831,361
74.841,359
74.85,364
74.859,362
74.869,364
74.878,365
74.888,365
74.897,365
74.906,368
74.916,366
74.925,365
74.934,365
74.944,367
74.953,367
74.963,369
74.972,369
74.981,371
74.991,372
75,370
